node,in_degree,out_degree
312802493,1,1
271383747,1,1
257588458,2,1
653950200,1,2
712375567,1,1
2140962077,2,2
1646296353,1,1
1059847463,1,1
7437618,2,1
70909241,1,1
1075903808,1,1
21495115,1,2
70909264,1,1
26559447,1,2
70909267,1,2
160398690,1,2
177470822,2,1
3291839850,2,1
247364973,2,1
1646296429,1,1
3291839857,1,1
2719111,2,1
1646296456,2,1
251428232,2,2
1598684558,1,1
1646296464,2,2
257883537,2,2
251428240,3,2
248184212,2,2
248184221,2,1
248184234,1,2
265649581,2,1
265649582,1,2
12778929,1,1
265649588,2,2
12778934,2,2
12778935,2,1
1646296507,1,2
265649596,2,1
747044287,1,1
21495237,2,1
21298629,2,1
231243209,1,1
1646296524,2,2
2739338707,2,2
665845203,1,1
231243234,1,1
177470950,2,2
320372200,1,1
305790441,1,1
177470952,1,2
293502449,2,2
1932788,1,1
1899789817,2,2
1899789823,1,1
18021891,1,2
160398857,2,1
1791491602,1,1
18021911,1,2
293502497,1,1
1899789860,1,1
21495340,1,2
177569330,2,2
177569334,2,2
1661566523,1,2
7047151167,3,2
18021952,2,1
7047151172,2,3
7047151175,3,2
7047151180,2,2
18021976,1,1
294190693,2,2
747044454,1,1
294190712,2,2
244121232,1,2
178978452,1,1
178978456,2,2
2348973725,1,1
26869408,1,1
26869409,1,1
178978466,2,1
26869411,1,1
26869410,1,1
178978472,1,2
275873449,1,2
178978478,1,1
214007473,1,1
178978481,2,2
178978483,1,2
178978493,2,1
26869438,1,1
732069565,1,1
390987462,2,2
1732705991,1,2
21724889,1,2
3252584155,2,2
21724896,1,2
21724901,1,2
1307868904,1,1
21724904,2,2
191954667,2,2
21724907,1,1
21724909,2,2
21724910,2,1
21724913,2,1
21724917,1,2
301760257,2,1
214007565,2,1
320077582,1,1
267058977,2,2
248643363,3,2
249326581,1,1
60161846,1,2
27164474,1,2
248708935,1,2
17071951,1,1
255950674,1,1
255950679,1,1
255950680,1,1
17071968,2,2
107642722,1,1
177635173,2,1
6238142313,2,1
274825066,2,2
248708969,1,1
290848621,2,2
274825071,2,2
248708979,1,1
21299061,1,2
177635198,2,2
364314500,1,1
177569672,1,2
247365525,1,1
1661566873,1,1
2066022302,1,1
248709023,2,1
248709027,1,2
1448542120,1,1
301760430,2,1
17203139,2,1
257884103,2,2
248709071,1,1
248709078,1,1
2929885145,1,1
1448542169,1,1
274825180,2,2
274825184,2,1
278527972,2,2
5564039141,1,1
472317929,2,2
17203179,2,2
3866951662,1,1
248709104,2,1
269746165,2,2
12779516,1,1
