,lat_start,lng_start,lat_end,lng_end,dist_in_meters
33,48.1421306,11.5346491,49.1109959,11.0013698,195914.63499999998
34,48.1421306,11.5346491,48.8368445,12.9576075,147026.20400000009
35,48.1421306,11.5346491,49.5588153,10.9978432,185995.737
36,48.1421306,11.5346491,49.3778793,11.1358233,159088.803
37,48.1421306,11.5346491,49.1565563,12.1123116,140865.17900000006
38,48.1421306,11.5346491,49.8405489,10.0088323,278562.1819999999
39,48.1421306,11.5346491,49.3945444,11.0893541,162262.96800000002
40,48.1421306,11.5346491,50.0339005,11.474934,251466.21300000002
41,48.1421306,11.5346491,49.9113466,10.9405003,229956.66199999998
42,48.1421306,11.5346491,50.0318859,11.4698042,251897.208
43,48.1421306,11.5346491,50.0187634,10.9491663,278700.235
44,48.1421306,11.5346491,49.819494,9.9812744,280764.89299999987
45,48.1421306,11.5346491,49.4147298,11.065885,168442.71799999996
46,48.1421306,11.5346491,49.9221313,10.9267057,234968.59199999998
47,48.1421306,11.5346491,50.0211332,10.9498678,278431.583
48,48.1421306,11.5346491,49.8194748,9.9814203,280722.51899999985
49,48.1421306,11.5346491,49.8196373,9.9815049,280741.69899999985
50,48.1421306,11.5346491,49.3214118,11.045225,167827.58499999996
51,48.1421306,11.5346491,49.4086641,11.0701451,169297.10199999996
52,48.1421306,11.5346491,49.9312704,10.7782688,329633.3449999998
53,48.1421306,11.5346491,49.9320369,10.7772674,329521.8999999998
54,48.1421306,11.5346491,49.7796606,10.0909998,266611.37
55,48.1421306,11.5346491,49.2750779,12.1298325,154663.8340000001
56,48.1421306,11.5346491,50.2284247,10.9760172,276506.5789999999
57,48.1421306,11.5346491,50.2282834,10.9763332,276479.1349999999
58,48.1421306,11.5346491,49.4700231,11.187229,169169.02900000004
59,48.1421306,11.5346491,50.228163,10.9772134,276413.9349999999
60,48.1421306,11.5346491,50.2289083,10.9777365,276311.17099999986
61,48.1421306,11.5346491,49.4544137,12.1911344,192685.85700000005
62,48.1421306,11.5346491,49.9102848,9.9973249,309709.457
63,48.1421306,11.5346491,48.1816279,12.826405,120387.079
64,48.1421306,11.5346491,49.3835723,11.3395345,194590.04099999997
65,48.1421306,11.5346491,49.7864335,10.082271,266873.33400000003
66,48.1421306,11.5346491,49.5131077,10.1970028,299549.333
67,48.1421306,11.5346491,49.512003,10.1960056,299700.35699999996
68,48.1421306,11.5346491,49.5112938,10.1957785,299789.50299999997
69,48.1421306,11.5346491,49.3955952,11.9858787,223987.3990000001
70,48.1421306,11.5346491,50.1309085,11.0450869,260830.66700000002
71,48.1421306,11.5346491,49.5112234,10.1971548,299759.17
72,48.1421306,11.5346491,49.5092345,10.1973752,270396.50299999997
73,48.1421306,11.5346491,49.8009892,9.9617742,276803.99600000004
74,48.1421306,11.5346491,49.3318821,11.0637837,166772.26599999997
75,48.1421306,11.5346491,49.3317865,11.0587251,299171.44999999984
76,48.1421306,11.5346491,47.6547547,10.4660612,205867.517
77,48.1421306,11.5346491,49.510382,10.198462,270555.65699999995
78,48.1421306,11.5346491,49.5111715,10.1987075,270653.25999999995
79,48.1421306,11.5346491,49.5114201,10.1986265,270681.51499999996
80,48.1421306,11.5346491,49.2192484,11.0845996,186572.45599999995
81,48.1421306,11.5346491,49.2193187,11.0846189,186516.04399999994
82,48.1421306,11.5346491,49.5112579,10.1973057,270621.551
83,48.1421306,11.5346491,49.6489097,10.144892,282199.13999999996
84,48.1421306,11.5346491,49.4483789,10.9995034,171734.89899999998
85,48.1421306,11.5346491,49.6502126,10.1449996,282079.24799999996
86,48.1421306,11.5346491,49.6513191,10.145532,288378.91699999996
87,48.1421306,11.5346491,49.6506912,10.1465292,288271.11399999994
88,48.1421306,11.5346491,49.6497066,12.1496069,199975.72600000002
89,48.1421306,11.5346491,49.650411,10.1448081,288333.7569999999
90,48.1421306,11.5346491,50.0081242,12.1087346,247816.33300000007
91,48.1421306,11.5346491,50.3709792,11.8919866,303388.4240000001
92,48.1421306,11.5346491,47.6420916,10.5286962,201113.763
93,48.1421306,11.5346491,47.6421484,10.5273205,201010.36800000002
94,48.1421306,11.5346491,50.0305349,10.2627959,284451.637
95,48.1421306,11.5346491,47.6410392,10.5254295,201005.718
96,48.1421306,11.5346491,50.0306931,10.2632605,284413.98
97,48.1421306,11.5346491,50.3102955,12.0237521,287987.761
98,48.1421306,11.5346491,50.0267942,12.1188982,250070.63800000006
99,48.1421306,11.5346491,49.0005392,12.1774538,129093.49800000002
100,48.1421306,11.5346491,50.0299416,12.1162324,250473.29000000007
101,48.1421306,11.5346491,50.3109812,12.0218542,306029.6200000001
102,48.1421306,11.5346491,49.9305344,10.7826757,243363.33900000004
103,48.1421306,11.5346491,49.826436,11.4994095,312937.85
104,48.1421306,11.5346491,48.7396187,10.7570944,120255.132
105,48.1421306,11.5346491,49.9777391,12.1348528,315450.35600000015
106,48.1421306,11.5346491,49.9298631,10.915877,232678.276
107,48.1421306,11.5346491,49.6227812,10.1748793,284090.38099999994
108,48.1421306,11.5346491,49.4059845,11.3069834,257110.15300000005
109,48.1421306,11.5346491,49.4249873,11.6828035,227708.84200000003
110,48.1421306,11.5346491,49.4247644,11.6833737,193828.36500000008
111,48.1421306,11.5346491,49.9135008,10.9382588,236239.914
112,48.1421306,11.5346491,49.3973802,11.8565514,214086.62000000005
113,48.1421306,11.5346491,49.2449272,10.2182791,333238.46599999984
114,48.1421306,11.5346491,47.5688387,10.2430488,202895.56399999998
115,48.1421306,11.5346491,50.1399152,11.0705473,262896.941
116,48.1421306,11.5346491,50.1406168,11.0728322,263077.826
117,48.1421306,11.5346491,49.5194199,12.1632779,183796.59900000007
118,48.1421306,11.5346491,50.1494927,11.0847795,264388.871
119,48.1421306,11.5346491,50.1505039,11.0871727,264593.56799999997
120,48.1421306,11.5346491,49.0717713,12.1583545,133708.74100000004
121,48.1421306,11.5346491,49.0712681,12.1579748,133479.93300000005
122,48.1421306,11.5346491,50.0123666,10.9411102,279779.359
123,48.1421306,11.5346491,49.0712502,12.1575043,133445.60100000005
124,48.1421306,11.5346491,50.0118164,10.9412285,279714.555
125,48.1421306,11.5346491,49.6731678,12.1314542,209849.15600000008
126,48.1421306,11.5346491,48.9598586,12.542356,170242.45400000003
127,48.1421306,11.5346491,49.7975449,11.0282189,215152.55499999996
128,48.1421306,11.5346491,49.3938059,11.1896362,157917.11600000007
129,48.1421306,11.5346491,48.2507988,13.0019253,125039.66500000001
130,48.1421306,11.5346491,49.8038434,9.9641277,282574.84999999986
131,48.1421306,11.5346491,49.9272494,10.9188364,234167.28999999998
132,48.1421306,11.5346491,50.371377,11.8947539,303186.4310000001
133,48.1421306,11.5346491,49.7369291,10.7905858,320099.79000000004
134,48.1421306,11.5346491,48.8394512,12.1137787,114871.8
135,48.1421306,11.5346491,49.8003123,9.9641433,276617.96300000005
136,48.1421306,11.5346491,49.7960477,9.9904307,274637.271
137,48.1421306,11.5346491,49.585604,10.9267713,229178.3539999999
138,48.1421306,11.5346491,47.6666218,10.204023,165447.99399999998
139,48.1421306,11.5346491,49.3618802,11.1993787,153043.138
140,48.1421306,11.5346491,49.5550542,10.9924272,187383.752
141,48.1421306,11.5346491,49.5205178,10.9921461,192318.701
142,48.1421306,11.5346491,49.5774866,10.9308045,191617.52800000002
143,48.1421306,11.5346491,49.4784674,11.0080655,196080.978
144,48.1421306,11.5346491,50.3253179,12.0231236,304078.27000000014
145,48.1421306,11.5346491,49.9125251,10.9377511,236324.56199999998
146,48.1421306,11.5346491,49.3511849,11.2012701,159385.514
147,48.1421306,11.5346491,50.1317064,11.0453161,260848.546
148,48.1421306,11.5346491,49.2822033,11.5777471,175422.52900000004
149,48.1421306,11.5346491,49.2835727,11.5688609,189595.331
150,48.1421306,11.5346491,49.2827712,11.5788536,175392.44500000004
151,48.1421306,11.5346491,49.2818725,11.5799449,175258.90400000004
152,48.1421306,11.5346491,49.6491102,11.4389011,336605.652
153,48.1421306,11.5346491,47.6440474,10.112046,172987.76199999996
154,48.1421306,11.5346491,50.3712396,11.8977198,302969.3720000001
155,48.1421306,11.5346491,47.6524407,10.4644831,162087.985
156,48.1421306,11.5346491,49.8586299,12.1787982,334041.06900000013
157,48.1421306,11.5346491,50.0294554,10.2670791,289203.82999999984
158,48.1421306,11.5346491,49.8589385,12.1787917,333936.39300000016
159,48.1421306,11.5346491,49.0874332,12.0982932,132548.13900000005
160,48.1421306,11.5346491,49.0901202,12.096363,132878.33200000005
161,48.1421306,11.5346491,50.0301467,10.2678841,289232.01899999985
162,48.1421306,11.5346491,49.0744084,12.0981878,194989.16400000008
163,48.1421306,11.5346491,50.1491792,11.0860312,264520.006
164,48.1421306,11.5346491,49.5182361,12.1647215,183628.1520000001
165,48.1421306,11.5346491,50.2047307,10.971208,277086.0769999999
166,48.1421306,11.5346491,50.2009944,10.968221,271332.0829999999
167,48.1421306,11.5346491,50.0304994,10.2649393,284267.995
168,48.1421306,11.5346491,50.0300646,10.2660763,284164.098
169,48.1421306,11.5346491,50.2683024,10.1943796,324454.06100000005
170,48.1421306,11.5346491,49.9309104,10.9147593,232819.573
171,48.1421306,11.5346491,50.3702921,11.894764,303203.9900000001
172,48.1421306,11.5346491,50.2794137,10.9629158,285497.11199999985
173,48.1421306,11.5346491,47.8824581,10.2472503,164072.009
174,48.1421306,11.5346491,47.881132,10.2466913,163916.302
175,48.1421306,11.5346491,47.8830126,10.246185,153789.96999999994
176,48.1421306,11.5346491,47.8823921,10.2453145,153903.17299999995
177,48.1421306,11.5346491,47.882887,10.2445102,153987.73399999994
178,48.1421306,11.5346491,49.9283957,10.9154722,234247.03699999998
179,48.1421306,11.5346491,47.8826233,10.2447262,153954.27199999994
180,48.1421306,11.5346491,47.8812989,10.2464679,153981.69699999996
181,48.1421306,11.5346491,49.5820711,10.9867936,241630.357
182,48.1421306,11.5346491,47.8101823,10.302609,154584.68
183,48.1421306,11.5346491,49.581835,10.9868919,241525.97
184,48.1421306,11.5346491,49.3128728,12.162657,164399.00200000004
185,48.1421306,11.5346491,49.3133721,12.1617617,164490.96900000004
186,48.1421306,11.5346491,49.9481911,12.2139443,236661.48900000006
187,48.1421306,11.5346491,48.1841061,12.8228359,120819.628
188,48.1421306,11.5346491,47.5708308,10.2436563,189115.30000000002
189,48.1421306,11.5346491,49.3138402,12.1594653,164678.51000000004
190,48.1421306,11.5346491,49.3129689,12.1607936,164534.51100000003
191,48.1421306,11.5346491,49.5335182,12.1417773,186060.47700000007
192,48.1421306,11.5346491,49.0015183,12.0628994,133614.86900000006
193,48.1421306,11.5346491,48.8713603,12.6276827,171523.10600000003
194,48.1421306,11.5346491,48.8716575,12.627532,171557.94300000003
195,48.1421306,11.5346491,50.270011,12.0134145,284143.1020000001
196,48.1421306,11.5346491,50.2697612,12.0145963,284052.8350000001
197,48.1421306,11.5346491,50.2688572,12.009345,284411.48000000004
198,48.1421306,11.5346491,47.6528622,10.4629298,161962.53999999998
199,48.1421306,11.5346491,49.6942022,11.0600411,227502.41
200,49.4283816,11.0632313,48.7521157,11.866394,137742.25899999996
201,49.4283816,11.0632313,48.3860464,11.5974546,151328.21300000002
202,49.4283816,11.0632313,48.7708822,11.462074,88157.39
203,49.4283816,11.0632313,48.3327499,11.6116492,140239.671
204,49.4283816,11.0632313,48.1684462,11.5975992,160772.45400000003
205,49.4283816,11.0632313,48.1680279,11.5979153,160798.93100000004
206,49.4283816,11.0632313,47.7733235,11.3402345,213678.80000000005
207,49.4283816,11.0632313,48.4266149,11.5895906,155940.01600000003
208,49.4283816,11.0632313,48.4286767,11.589565,156169.29000000004
209,49.4283816,11.0632313,48.428333,11.5910035,156164.60100000002
210,49.4283816,11.0632313,47.7734085,11.3401453,213620.70800000004
211,49.4283816,11.0632313,48.4294579,11.591099,156289.90300000002
212,49.4283816,11.0632313,48.1231904,11.4014269,264726.7630000002
213,49.4283816,11.0632313,48.1776625,11.5947842,160766.05299999999
214,49.4283816,11.0632313,48.5981857,12.2257124,201333.13700000005
215,49.4283816,11.0632313,48.0065606,10.2408022,265580.59600000014
216,49.4283816,11.0632313,48.2507393,12.2819059,277015.095
217,49.4283816,11.0632313,48.0177925,11.4180047,268822.7840000001
218,49.4283816,11.0632313,47.7717129,11.3415189,239544.75000000006
219,49.4283816,11.0632313,48.004516,10.2361261,265996.19200000016
220,49.4283816,11.0632313,47.7717433,11.3413844,239616.58100000006
221,49.4283816,11.0632313,48.2975312,11.6323624,171642.38500000004
222,49.4283816,11.0632313,48.2336611,11.3461502,171872.25200000004
223,49.4283816,11.0632313,48.7146329,11.8004182,144486.51799999995
224,49.4283816,11.0632313,48.2512966,12.4381809,265066.94899999996
225,49.4283816,11.0632313,48.7141893,11.8030459,144287.43299999996
226,49.4283816,11.0632313,48.4011933,10.9903611,223459.75400000004
227,49.4283816,11.0632313,48.1286235,11.4084654,178018.87399999998
228,49.4283816,11.0632313,48.3098463,11.624788,142966.25100000002
229,49.4283816,11.0632313,48.436233,10.8677367,233719.6030000001
230,49.4283816,11.0632313,48.2501462,12.434556,222489.4
231,49.4283816,11.0632313,47.880401,11.7192675,199525.0120000001
232,49.4283816,11.0632313,48.5532716,11.5902344,170719.71800000002
233,49.4283816,11.0632313,48.1462106,11.6159815,178214.94199999998
234,49.4283816,11.0632313,48.4334142,10.8683691,233566.8930000001
235,49.4283816,11.0632313,48.5559224,11.5888373,171032.98700000002
236,49.4283816,11.0632313,48.5551882,11.5888601,114464.461
237,49.4283816,11.0632313,48.1972273,11.9260458,306164.36699999985
238,49.4283816,11.0632313,48.1947016,11.6949904,159590.26599999997
239,49.4283816,11.0632313,48.0830998,11.1732189,246475.49700000012
240,49.4283816,11.0632313,48.0832997,11.173828,191702.6230000001
241,49.4283816,11.0632313,48.5752493,11.5928201,173223.94400000002
242,49.4283816,11.0632313,48.2149848,11.9494088,184344.809
243,49.4283816,11.0632313,48.2150743,11.9492979,303514.23499999987
244,49.4283816,11.0632313,48.7374749,11.8543409,140294.51299999998
245,49.4283816,11.0632313,48.6256841,11.4433814,108825.65800000002
246,49.4283816,11.0632313,48.6245163,11.4425927,108968.05800000002
247,49.4283816,11.0632313,48.3686694,11.7415248,173627.26099999994
248,49.4283816,11.0632313,48.1304668,11.4211772,177044.07099999997
249,49.4283816,11.0632313,48.1694783,11.5989114,160621.53800000003
250,49.4283816,11.0632313,48.0203693,10.2736326,262603.6030000001
251,49.4283816,11.0632313,48.171125,11.7373456,164369.56999999998
252,49.4283816,11.0632313,48.7405916,11.8566449,140680.077
253,49.4283816,11.0632313,48.7375759,11.8542571,139521.96699999998
254,49.4283816,11.0632313,48.7409314,11.8567333,139107.01099999997
255,49.4283816,11.0632313,48.1942771,11.9242388,306518.70899999986
256,49.4283816,11.0632313,48.2648843,11.6444878,148232.34400000004
257,49.4283816,11.0632313,48.8341189,11.9778612,125222.99799999999
258,49.4283816,11.0632313,48.0837548,11.6178175,189046.67700000008
259,49.4283816,11.0632313,48.8323076,11.9730889,125626.23999999999
260,49.4283816,11.0632313,48.8323594,11.9735037,154220.53099999996
261,49.4283816,11.0632313,48.1382686,11.6236206,176500.826
262,49.4283816,11.0632313,48.3689289,11.7420179,154192.999
263,49.4283816,11.0632313,48.8341594,11.9782727,154622.94899999996
264,49.4283816,11.0632313,48.1384908,11.6266996,176270.605
265,49.4283816,11.0632313,48.0842468,11.1801476,191221.39900000012
266,49.4283816,11.0632313,48.1793288,11.636087,159811.61899999998
267,49.4283816,11.0632313,48.123638,11.4851671,179242.2230000001
268,49.4283816,11.0632313,48.137533,11.6205048,176751.099
269,49.4283816,11.0632313,48.139188,11.6456726,174860.605
270,49.4283816,11.0632313,48.7094902,11.4852317,94679.574
271,49.4283816,11.0632313,48.2234455,11.6241151,153478.09800000003
272,49.4283816,11.0632313,47.8926546,11.7252265,199225.23700000008
273,49.4283816,11.0632313,48.1373644,11.674494,172697.84100000001
274,49.4283816,11.0632313,48.1958521,11.4102469,178034.56800000003
275,49.4283816,11.0632313,48.4261707,11.5893112,129522.12800000001
276,49.4283816,11.0632313,47.8216721,11.9767853,220016.96600000007
277,49.4283816,11.0632313,48.1975925,11.9264463,181749.16400000002
278,49.4283816,11.0632313,48.1422832,11.7038938,170402.66600000003
279,49.4283816,11.0632313,48.1419942,11.7124129,169769.689
280,49.4283816,11.0632313,48.2224836,11.6253558,162370.13700000002
281,49.4283816,11.0632313,48.7519426,11.4574244,89522.8
282,49.4283816,11.0632313,48.1431116,11.7456582,167297.141
283,49.4283816,11.0632313,48.7550219,11.4571625,89179.238
284,49.4283816,11.0632313,48.6633894,12.522698,210451.1379999999
285,49.4283816,11.0632313,48.769433,11.4607406,191914.96300000002
286,49.4283816,11.0632313,48.1424618,11.7574557,166677.769
287,49.4283816,11.0632313,48.7752764,11.4610894,88710.098
288,49.4283816,11.0632313,48.7754533,11.4608469,86887.07400000001
289,49.4283816,11.0632313,48.1761497,11.5481224,188820.72000000015
290,49.4283816,11.0632313,47.6576273,11.2356757,230326.86000000004
291,49.4283816,11.0632313,48.0297068,10.6686106,313894.87200000015
292,49.4283816,11.0632313,48.0286031,10.6739564,314310.96600000013
293,49.4283816,11.0632313,48.1425544,11.7655681,179424.25400000002
294,49.4283816,11.0632313,48.2744856,11.6428721,147125.95100000003
295,49.4283816,11.0632313,48.6832357,10.822374,266144.2660000001
296,49.4283816,11.0632313,48.8128718,11.466163,82677.455
297,49.4283816,11.0632313,48.3131962,11.6141395,142676.325
298,49.4283816,11.0632313,48.8158849,11.4674719,93283.845
299,49.4283816,11.0632313,48.081893,11.6185764,188832.00400000007
300,49.4283816,11.0632313,48.0495631,10.8393212,218606.84100000013
301,49.4283816,11.0632313,48.2514941,11.5314769,152196.921
302,49.4283816,11.0632313,48.3731623,10.8562214,257853.16600000014
303,49.4283816,11.0632313,48.687552,11.7359468,150067.22699999996
304,49.4283816,11.0632313,48.1497548,11.7895718,169681.598
305,49.4283816,11.0632313,47.6599156,11.2399405,248895.34700000004
306,49.4283816,11.0632313,48.2416762,11.6418305,165371.67500000005
307,49.4283816,11.0632313,48.0829576,11.5965244,191905.3260000001
308,49.4283816,11.0632313,48.0200561,10.2715928,262759.2760000001
309,49.4283816,11.0632313,48.1698903,11.7376272,163262.901
310,49.4283816,11.0632313,48.6829244,10.8228258,245712.05000000008
311,49.4283816,11.0632313,48.0348833,10.7479935,230009.91100000014
312,49.4283816,11.0632313,48.0348944,10.7460284,229849.05100000012
313,49.4283816,11.0632313,48.1587838,11.830753,174161.698
314,49.4283816,11.0632313,48.0286687,10.510951,301856.7130000001
315,49.4283816,11.0632313,48.0783941,11.5976228,191377.5340000001
316,49.4283816,11.0632313,48.1397024,11.6888478,170591.17400000003
317,49.4283816,11.0632313,48.1593635,11.8339065,173194.919
318,49.4283816,11.0632313,48.6386905,11.4556466,107202.906
319,49.4283816,11.0632313,48.6498747,11.7164968,125044.66899999998
320,49.4283816,11.0632313,48.0827064,11.5962564,191868.8740000001
321,49.4283816,11.0632313,48.7710025,11.459079,87478.168
322,49.4283816,11.0632313,48.7689917,11.4604234,87606.906
323,49.4283816,11.0632313,48.1854674,11.2448326,181503.638
324,49.4283816,11.0632313,48.0828887,11.5959596,191899.7060000001
325,49.4283816,11.0632313,48.2744463,12.5560675,254992.26599999997
326,49.4283816,11.0632313,48.6442712,11.5188813,177151.53999999998
327,49.4283816,11.0632313,48.7381009,10.774599,258701.2280000001
328,49.4283816,11.0632313,48.1831889,11.4339792,165630.45700000005
329,49.4283816,11.0632313,48.039106,11.4342475,197859.109
330,49.4283816,11.0632313,48.5854712,12.1856501,236938.72799999986
331,49.4283816,11.0632313,48.7382813,10.7784522,253131.7780000001
332,49.4283816,11.0632313,48.2451485,11.6398078,150585.42900000003
333,49.4283816,11.0632313,47.9790264,11.6831394,187948.5810000001
334,49.4283816,11.0632313,48.3391584,10.8896917,252350.63500000015
335,49.4283816,11.0632313,48.000543,11.3535121,189738.81700000004
336,49.4283816,11.0632313,48.137337,11.6205128,176779.327
337,49.4283816,11.0632313,48.1724904,11.5389782,187939.77900000013
338,49.4283816,11.0632313,48.0006803,11.3582781,190054.15200000003
339,49.4283816,11.0632313,48.1286782,11.5258152,182767.7410000001
340,49.4283816,11.0632313,48.3728559,11.746829,154756.25100000002
341,49.4283816,11.0632313,48.7374284,10.7779205,252955.6350000001
342,49.4283816,11.0632313,48.1980068,11.41188,168261.15300000005
343,49.4283816,11.0632313,48.6903311,10.8147185,246729.49300000007
344,49.4283816,11.0632313,48.6487552,11.4794481,105062.11300000001
345,49.4283816,11.0632313,47.6601601,11.2401306,229889.93700000003
346,49.4283816,11.0632313,48.6491198,11.4796882,105050.43600000002
347,49.4283816,11.0632313,48.1854796,11.2344535,182293.91600000003
348,49.4283816,11.0632313,48.7131409,11.8022383,144315.05199999997
349,49.4283816,11.0632313,48.1852241,11.2367045,182120.00100000002
350,49.4283816,11.0632313,48.2041795,11.6206771,155289.371
351,49.4283816,11.0632313,48.2001016,11.6186377,155767.34300000002
352,49.4283816,11.0632313,48.3081492,11.2066726,243447.29800000007
353,49.4283816,11.0632313,48.1981143,11.617862,160079.80500000002
354,49.4283816,11.0632313,48.1780094,11.2236611,183411.977
355,49.4283816,11.0632313,48.263817,11.6496029,167838.97200000004
356,49.4283816,11.0632313,48.3907541,10.8617512,217098.7390000001
357,49.4283816,11.0632313,48.3907437,10.8618091,217099.1480000001
358,49.4283816,11.0632313,48.3908116,10.8618345,217100.0510000001
359,49.4283816,11.0632313,48.1865814,11.234793,182421.54800000004
360,49.4283816,11.0632313,48.390826,10.8617569,217089.21800000008
361,49.4283816,11.0632313,48.1059932,11.5085405,171867.28200000004
362,49.4283816,11.0632313,48.1733617,11.5388214,163554.44799999997
363,49.4283816,11.0632313,48.1718083,11.5386083,163728.05699999997
364,49.4283816,11.0632313,48.1694992,11.5383209,187603.18400000012
365,49.4283816,11.0632313,48.3229056,11.6172776,144007.88700000002
366,49.4283816,11.0632313,48.1614988,11.5376733,186712.1090000001
367,49.4283816,11.0632313,48.7722626,11.45954,87687.13600000001
368,49.4283816,11.0632313,47.9989027,11.6756301,211907.91700000004
369,49.4283816,11.0632313,48.0362164,11.6051445,186479.40300000008
370,49.4283816,11.0632313,48.1302431,11.4224819,174415.95700000008
371,49.4283816,11.0632313,48.1916745,11.7006396,167997.29299999998
372,49.4283816,11.0632313,48.1947311,11.6848652,158309.464
373,49.4283816,11.0632313,48.0327277,11.6115844,198439.38600000012
374,49.4283816,11.0632313,48.1276072,11.4460673,175101.79799999998
375,49.4283816,11.0632313,48.1572541,11.721181,165240.50100000002
376,49.4283816,11.0632313,48.0363532,10.7445429,225979.83800000013
377,49.4283816,11.0632313,48.1898439,11.6922602,159198.334
378,49.4283816,11.0632313,48.1279394,11.444154,175250.62999999998
379,49.4283816,11.0632313,48.0391294,11.65151,200389.0290000001
380,49.4283816,11.0632313,48.1763037,11.6410799,160782.48399999997
381,49.4283816,11.0632313,48.084342,11.6159367,194747.1790000001
382,49.4283816,11.0632313,48.1240647,11.4642111,173679.041
383,49.4283816,11.0632313,48.1906309,11.6926771,159105.527
384,49.4283816,11.0632313,48.5745978,10.8460339,233453.7440000001
385,49.4283816,11.0632313,48.0850535,11.6159172,194667.9820000001
386,49.4283816,11.0632313,48.1910628,11.6929017,159156.356
387,49.4283816,11.0632313,48.0828126,11.6192855,188963.59900000007
388,49.4283816,11.0632313,47.8580978,11.8542937,245768.908
389,49.4283816,11.0632313,48.5731823,12.1362866,194144.59400000004
390,49.4283816,11.0632313,48.5726798,12.1369403,194218.31800000003
391,49.4283816,11.0632313,48.2247768,11.3344715,173010.49600000004
392,49.4283816,11.0632313,48.1914556,11.7005037,159524.643
393,49.4283816,11.0632313,48.1043995,11.6141,191372.08200000008
394,49.4283816,11.0632313,48.083867,11.6195979,189088.93300000008
395,49.4283816,11.0632313,48.0804167,11.5965903,192672.74500000008
396,49.4283816,11.0632313,47.9984598,10.1989896,277078.5130000002
397,49.4283816,11.0632313,48.1920262,11.6934101,159269.938
398,49.4283816,11.0632313,47.6574877,11.2357362,248480.14000000004
399,49.4283816,11.0632313,48.1921301,11.6965081,159221.77000000002
