TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;vT_MobisSo;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;pSV_MobisSo_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;DL_Ri1;DL_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;Koor_UTM32_E;Koor_UTM32_N;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_t;Q_L1_t;Q_L2_t;Q_K_t;Q_P_n;Q_L1_n;Q_L2_n;Q_K_n;Q_P_a;Q_L1_a;Q_L2_a;Q_K_a;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Anmerkungen;
5833;9571;Marktzeuln-Zettlitz (w);9;BY;B;173;;8+1;Hof;Kronach;O;Bamberg;Lichtenfels;W;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;655.939;5.558.599;;;;;;;;;;;50,15907354;11,18318646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;5833015O5833007O;0,222;Ri1_ist_NachNK;- in Bearbeitung -;
5426;9108;Fladungen;9;BY;B;285;;8+1;Reichenhausen;Rednitzhembach;N;Fladungen;Roth;S;2;206;974;476;498;;;;;0,95;0,68;1,08;56;;9;;;;;;A;A;;;;;;;;;;580.646;5.599.230;;;;;1.088;536;551;;;;50,53944787;10,13809284;78;78;16,4;15,7;;;;;14,6;14,2;547;558;0,64;0,72;0,93;1,02;1,09;1,08;0,73;0,72;;;;;;;;;;;;;10;5426307O5426204O;0,514;Ri1_ist_VonNK;- in Bearbeitung -;
6027;9291;Kolitzheim-Oberspiesheim;9;BY;B;286;;8+1;Schweinfurt;Oberwiesheim;N;Gerolzhofen;Alitzheim;S;2;110;8.906;4.593;4.313;;;;;0,92;0,56;1,06;503;;108;;;;;;F;E;;;;;;;;;;591.775;5.533.854;;;;;10.295;5.357;4.938;;;;49,94998128;10,27926340;684;542;14,9;12,6;;;;;12,8;11,0;5.483;5.005;0,53;0,60;0,94;0,98;1,06;1,06;0,68;0,73;;;;;;;;;;;;;10;6027011O6028015O;0,624;Ri1_ist_VonNK;- in Bearbeitung -;
5832;9237;Untersiemau (W);9;BY;B;289;;8+1;Lichtenfels;Lichtenfels;O;Coburg;Untersiemau;W;2;303;10.154;5.124;5.030;721;365;356;7,1;0,88;0,57;1,02;591;6,9;88;9,5;;;;;E;F;91,0;7,9;0,3;0,6;3,1;3,7;2,5;0,3;1,3;643.061;5.558.911;;;;;11.878;5.980;5.898;8,5;8,5;8,5;50,16512452;11,00313071;651;736;12,7;14,6;4,4;5,8;2,5;2,8;10,9;12,5;6.000;6.124;0,58;0,56;0,99;0,97;1,02;1,02;0,67;0,65;540;20;21;2;78;4;4;0;365;4;6;1;10;5831045D5832030S;4,353;Ri1_ist_NachNK;- in Bearbeitung -;
5833;9573;Zettlitz Süd;9;BY;B;289;;8+1;Kulmbach;Horb a. Main;O;Lichtenfels;Zettlitz;W;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;656.179;5.558.719;;;;;;;;;;;50,16008592;11,18659692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;5833007O5833026O;0,116;Ri1_ist_NachNK;- in Bearbeitung -;
6537;9292;Amberg (s);9;BY;B;299;;8+1;Amberg;Amberg;N;Neumarkt i.d. Ober.;Ursensollen;S;3;250;10.631;5.460;5.172;1.094;549;545;10,3;0,89;0,57;1,05;602;9,7;126;16,1;;;;;E;C;87,1;7,2;0,6;1,1;3,2;6,9;5,0;0,2;1,5;704.353;5.479.402;;;;;12.460;6.417;6.043;12,6;12,1;13,0;49,43291464;11,81857942;714;578;13,1;11,2;8,6;8,3;4,8;5,9;11,1;9,6;6.329;6.041;0,56;0,59;0,99;1,04;1,07;1,03;0,68;0,66;531;19;39;4;102;7;14;0;367;7;18;2;20;6537014O6536019O;1,855;Ri1_ist_VonNK;- in Bearbeitung -;
7632;9311;Oberzell;9;BY;B;300;;8+1;Aichach-Friedberg;AS Dasing (A8);O;Augsburg;Friedberg;W;2;361;11.703;5.663;6.039;550;277;273;4,7;0,91;0,68;1,03;671;4,5;121;6,7;;;;;C;D;94,4;7,4;0,8;0,8;2,0;2,4;1,7;0,3;0,0;648.627;5.359.987;;;;;13.105;6.325;6.779;5,9;6,2;5,7;48,37553203;11,00709615;573;609;10,1;10,1;2,4;3,9;1,6;2,0;9,1;9,0;6.416;6.885;0,69;0,68;0,96;0,96;1,03;1,04;0,87;0,83;634;15;16;6;113;5;4;1;478;4;4;4;10;7631047O7632050O;2,424;Ri1_ist_NachNK;- in Bearbeitung -;
7433;9293;Schrobenhausen;9;BY;B;300;;8+1;Reichershofen;Hohenwart;O;Aichachshofen;Schrobenhausen;W;3;209;14.205;7.069;7.136;2.092;1.065;1.027;14,7;0,92;0,67;1,07;809;13,5;157;26,9;;;;;D;D;81,6;8,6;0,7;1,5;3,1;11,3;8,2;0,3;2,2;669.472;5.382.075;;;;;16.157;8.088;8.068;18,4;18,6;18,1;48,56883807;11,29732494;732;758;10,4;10,6;13,4;10,3;10,0;7,1;9,1;9,4;8.114;8.014;0,65;0,69;0,96;1,04;1,09;1,05;0,65;0,68;677;27;83;5;109;7;35;1;499;9;36;4;20;7433008O7433004O;0,717;Ri1_ist_NachNK;- in Bearbeitung -;
7736;9308;Schweigbach/Halbergmoos;9;BY;B;301;;8+1;Flughafen München;Abzweig St2053;N;Ismaning;Abzweig B388, Fischerhäuser;S;2;282;12.721;6.687;6.034;836;449;387;6,6;0,84;0,48;0,97;731;6,6;128;6,0;;;;;E;B;92,9;10,2;0,9;0,6;3,3;3,0;2,2;0,3;0,0;701.050;5.352.203;;;;;15.545;8.239;7.306;7,7;7,8;7,5;48,29105942;11,71059639;950;836;14,2;13,9;4,6;5,6;2,5;2,5;11,5;11,4;8.989;7.661;0,45;0,52;0,93;0,96;0,93;1,02;0,50;0,53;677;26;22;6;119;5;3;1;495;8;6;4;10;7736037A7636037O;4,201;Ri1_ist_NachNK;- in Bearbeitung -;
5936;9294;Bischofsgrün;9;BY;B;303;;8+1;Bundesgrenze (CZ);Marktredwitz;O;Bad Berneck, A9;Bad Berneck;W;2;240;5.821;2.969;2.852;1.008;499;508;17,3;1,01;0,99;1,03;334;15,8;60;34,7;;;;;E;B;79,8;8,7;0,8;1,5;3,4;13,3;10,5;0,6;1,4;699.604;5.549.044;;;;;5.901;3.029;2.872;23,7;22,7;24,7;50,06015003;11,78882473;378;370;12,7;13,0;1,3;1,1;0,3;0,0;12,5;12,9;3.159;2.878;0,92;1,05;0,85;1,09;1,08;0,97;0,77;0,75;274;13;40;3;38;4;17;0;166;5;20;1;10;5936012O5936024O;1,228;Ri1_ist_NachNK;- in Bearbeitung -;
5939;9153;Schirnding;9;BY;B;303;;8+1;Eger (CZ);Bundesgrenze (CZ);O;Marktredwitz;Arzberg;W;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;731.865;5.553.096;;;;;;;;;;;50,08483191;12,24131448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;5939034O5939001O;1,429;Ri1_ist_NachNK;- in Bearbeitung -;
8041;9135;Altenmarkt;9;BY;B;304;;8+1;Traunstein;Stein a. d. Traun;O;Wasserburg-Altötting;Altenmarkt;W;2;272;15.513;7.819;7.694;1.559;769;790;10,1;0,95;0,71;1,04;892;9,7;155;14,3;;;;;C;C;88,6;7,8;1,3;1,3;3,0;6,5;4,6;0,6;0,1;763.716;5.321.856;;;;;16.987;8.528;8.459;13,0;12,8;13,3;47,99556345;12,53520535;797;722;10,2;9,4;7,8;2,1;5,2;1,4;9,3;8,5;8.608;8.387;0,74;0,68;0,98;0,97;1,03;1,06;0,82;0,84;793;32;55;12;132;6;16;1;530;6;20;6;40;7941022O8041001O;1,082;Ri1_ist_NachNK;- in Bearbeitung -;
8143;9144;Freilassing;9;BY;B;304;;8+1;Salzburg (A);Salzburg;O;Freilassing;Freilassing;W;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;798.734;5.305.938;;;;;;;;;;;47,83729934;12,99249840;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;8143006Q8143007O;0,464;Ri1_ist_NachNK;- in Bearbeitung -;
7734;9810;Karlsfeld-Rothschwaige;9;BY;B;304;;2;München;Karlsfeld;O;Dachau;Dachau;W;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;682.416;5.344.784;;;;;;;;;;;48,23001988;11,45642739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;7734013O7734019O;1,246;Ri1_ist_NachNK;- in Bearbeitung -;
8041;9937;Nußdorf-Aiging;9;BY;B;304;;8+1;Traunstein;Traunstein;O;Traunreut;Altenmarkt;W;2;297;12.854;6.437;6.416;1.281;643;638;10,0;0,90;0,58;1,02;743;9,7;120;12,9;;;;;D;C;88,8;7,4;0,9;1,2;3,6;6,0;4,5;0,4;0,1;770.242;5.312.079;;;;;14.840;7.426;7.414;12,4;12,4;12,3;47,90504655;12,61637728;681;681;10,6;10,6;10,9;10,3;5,2;5,2;9,2;9,2;7.508;7.301;0,57;0,58;0,98;0,98;1,03;1,02;0,70;0,70;664;30;43;7;104;5;11;0;417;5;16;3;50;8041032O8141031O;0,264;Ri1_ist_NachNK;- in Bearbeitung -;
8142;9142;Traunstein;9;BY;B;304;;8+1;Salzburg (A);Teisendorf;O;Traunstein;Traunstein;W;2;330;8.865;4.525;4.340;692;321;371;7,8;0,89;0,51;0,99;519;7,3;70;15,4;;;;;B;F;90,9;7,7;1,0;1,2;3,1;4,4;3,2;0,3;0,0;774.262;5.308.308;;;;;10.334;5.272;5.062;9,5;8,7;10,4;47,86947915;12,66766039;645;634;14,3;14,6;6,4;6,5;4,7;2,7;12,2;12,5;5.613;5.351;0,49;0,53;0,93;0,98;0,99;0,99;0,75;0,71;476;17;21;5;59;4;7;0;310;4;9;3;70;8141044B8142003O;0,891;Ri1_ist_NachNK;- in Bearbeitung -;
8141;9143;Tunnel Ettendorf;9;BY;B;304;;8+1;Freilassimg;Abzweig B306;O;Altenmarkt;Abzweig St2105;W;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;773.502;5.308.949;;;;;;;;;;;47,87556106;12,65792407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;8141043O8141044O;0,520;Ri1_ist_NachNK;- in Bearbeitung -;
7936;9320;Zorneding;9;BY;B;304;;8+1;Ebersberg;Kirchseeon;O;München;Vaterstetten;W;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;710.823;5.328.653;;;;;;;;;;;48,07626524;11,83051160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;7936044O7937019O;0,467;Ri1_ist_NachNK;- in Bearbeitung -;
8240;9147;Unterwössen-Oberwössen;9;BY;B;305;;8+1;Reit im Winkl;Reit im Winkl;O;Marquartstein;Unterwössen;W;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;760.709;5.290.438;;;;;;;;;;;47,71463128;12,47605042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;8240010O8340002O;4,855;Ri1_ist_NachNK;- in Bearbeitung -;
7542;9462;Eggenfelden (o);9;BY;B;388;;8+1;Passau;Auhof;O;München;Eggenfelden;W;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;779.781;5.368.415;;;;;;;;;;;48,40671574;12,78077373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;7542026B7542009O;0,140;Ri1_ist_NachNK;- in Bearbeitung -;
7736;9102;Ismaning-Fischerhäuser;9;BY;B;388;;8+1;Erding;Moosinning;O;München;Ismaning;W;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700.562;5.347.695;;;;;;;;;;;48,25070781;11,70189271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;7736007O7736037A;2,157;Ri1_ist_NachNK;- in Bearbeitung -;
6221;9296;Miltenberg;9;BY;B;469;;8+1;Obernburg a.M.;Kleinheubach;N;Amorbach;Amorbach;S;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;515.908;5.505.655;;;;;;;;;;;49,70319887;9,22061027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;6221214A6221217O;1,122;Ri1_ist_VonNK;- in Bearbeitung -;
6429;9324;Dietersheim;9;BY;B;470;;8+1;Neustadt a.d. Aisch;Neustadt a.d. Aisch;O;Dottenheim;Dottenheim;W;2;164;8.675;4.378;4.297;;;;;0,92;0,58;1,03;505;;74;;;;;;D;E;;;;;;;;;;611.750;5.490.807;;;;;9.995;5.083;4.912;;;;49,55953414;10,54525676;486;508;11,1;11,8;;;;;9,6;10,3;4.967;4.854;0,57;0,59;0,95;0,93;1,09;0,97;0,62;0,61;;;;;;;;;;;;;10;6429012O6429007O;2,348;Ri1_ist_NachNK;- in Bearbeitung -;
6233;9297;Gößweinstein-Sachsenmühle;9;BY;B;470;;8+1;Weiden i.d. Oberpf.;Pottenstein;O;Forchheim;Ebermannstadt;W;2;165;2.342;1.149;1.192;191;96;94;8,1;1,10;1,13;1,04;136;8,0;20;9,4;;;;;A;A;88,6;6,5;3,5;1,3;3,2;3,5;1,8;1,3;2,0;666.086;5.516.315;;;;;2.218;1.110;1.108;11,8;12,1;11,6;49,77632051;11,30688390;204;248;17,8;20,8;1,5;0,8;0,5;0,0;18,4;22,4;1.211;1.176;1,06;1,22;0,85;0,91;0,99;1,09;0,86;0,92;118;6;5;5;17;1;1;0;70;2;1;2;20;6133028O6233008O;4,813;Ri1_ist_NachNK;- in Bearbeitung -;
7734;9988;Bergkirchen-Geiselbullach;9;BY;B;471;;8+1;Dachau;Dachau;O;Fürstenfeldbruck;AS Dachau/Fürstenfeldbruck;W;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;674.500;5.345.033;;;;;;;;;;;48,23449102;11,35001930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;7734015O7734043O;0,173;Ri1_ist_NachNK;- in Bearbeitung -;
8132;9199;Polling (o);9;BY;B;472;;8+1;Huglfing;Oberhausen;O;Peißenberg/Polling;Peißenberg/Polling;W;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;658.646;5.296.136;;;;;;;;;;;47,79902530;11,11858370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;8132015O8232004O;0,070;Ri1_ist_NachNK;- in Bearbeitung -;
8132;9204;Polling (w);9;BY;B;472;;8+1;Hugelfing/Polling;Hugelfing;O;Peißenberg;Schongau;W;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;658.611;5.296.229;;;;;;;;;;;47,79987048;11,11814899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;8132027C8132015O;2,806;Ri1_ist_NachNK;- in Bearbeitung -;
8236;9298;Waakirchen;9;BY;B;472;;8+1;Miesbach;Miesbach;O;Bad Tölz;Waakirchen;W;2;249;9.004;4.518;4.486;636;323;313;7,1;0,94;0,85;1,06;526;6,9;74;9,2;;;;;C;D;89,9;11,0;1,2;1,5;3,2;3,3;2,1;0,5;1,5;701.925;5.294.716;;;;;9.755;4.946;4.808;9,1;9,1;9,1;47,77414205;11,69528291;505;438;11,2;9,8;6,6;4,1;2,6;1,6;10,2;9,1;5.036;4.937;0,80;0,89;0,96;0,97;1,07;1,05;0,82;0,80;475;19;17;7;66;3;4;0;310;4;6;3;40;8236007B8236005O;0,373;Ri1_ist_NachNK;- in Bearbeitung -;
6230;9853;Höchstadt;9;BY;B;505;;8+1;Bamberg;Pommersfelden;N;Höchstadt;AS Pommersfelden;S;2;356;10.310;5.241;5.068;;;;;0,93;0,69;1,11;575;;138;;;;;;E;B;;;;;;;;;;631.544;5.510.354;;;;;11.762;5.971;5.791;;;;49,73129332;10,82538504;699;727;13,3;14,3;;;;;11,7;12,6;6.107;5.773;0,65;0,72;0,92;1,17;1,21;1,02;0,67;0,63;;;;;;;;;;;;;10;6230018U6230016O;0,149;Ri1_ist_NachNK;- in Bearbeitung -;
7146;9420;Grafenau;9;BY;B;533;;8+1;Grafenau;AS Roth;O;Schönberg;Rednitzhembach;W;2;240;9.734;4.625;5.109;568;285;283;5,8;0,94;0,66;1,07;560;5,8;96;6,6;;;;;C;D;91,6;6,5;0,9;1,2;2,8;2,4;1,6;0,7;1,3;820.783;5.419.526;;;;;10.952;5.203;5.749;7,3;7,7;6,9;48,84568129;13,37279482;500;511;10,8;10,0;5,2;5,5;2,2;2,3;9,6;8,9;5.265;5.855;0,65;0,67;0,99;1,05;1,11;1,04;0,77;0,74;516;19;13;5;86;3;3;0;321;5;5;3;10;7146009O7146022O;0,882;Ri1_ist_NachNK;- in Bearbeitung -;
