TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;vT_MobisSo;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;pSV_MobisSo_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;DL_Ri1;DL_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;Koor_UTM32_E;Koor_UTM32_N;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_t;Q_L1_t;Q_L2_t;Q_K_t;Q_P_n;Q_L1_n;Q_L2_n;Q_K_n;Q_P_a;Q_L1_a;Q_L2_a;Q_K_a;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Anmerkungen;
7234;9090;Lenting (S);9;BY;A;9;;8+1;Nürnberg;AS Lenting;N;München;AS Ingolstadt-Nord;S;6;259;88.920;43.934;44.986;11.648;5.649;5.999;13,1;1,03;0,98;1,12;4.971;11,5;1.174;26,6;;;;;D;D;84,4;3,2;0,2;1,5;2,2;10,4;8,6;0,5;1,0;681.050;5.408.745;;;;;89.022;44.103;44.918;17,3;16,9;17,6;48,80529843;11,46580769;4.521;4.329;10,3;9,6;8,1;3,3;5,8;1,4;10,3;9,6;44.057;43.534;0,91;1,04;0,90;1,05;1,17;1,07;0,89;0,90;4.341;124;448;12;843;47;265;3;3.257;75;291;7;170;7134029O7234024O;1,159;Ri1_ist_VonNK;- in Bearbeitung -;
7234;9554;Manching (N);9;BY;A;9;;8+1;Nürnberg;AS Ingolstadt-Süd;N;München;AS Manching;S;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;681.976;5.400.144;;;;;;;;;;;48,72773130;11,47460354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;7234033O7234053O;2,829;Ri1_ist_VonNK;- in Bearbeitung -;
7735;9242;München-Fröttmaning-Süd;9;BY;A;9;;5+1;Nürnberg;AS München-Fröttmaning-Süd;N;München;AS München-Freimann;S;6;151;114.834;59.077;55.757;6.885;3.629;3.257;6,0;0,91;0,74;1,04;6.446;5,7;1.462;8,6;;;;;D;D;93,3;;;0,7;3,6;2,0;;0,4;0,0;694.531;5.341.673;;;;;127.590;66.095;61.496;7,3;7,4;7,1;48,19846317;11,61797135;5.281;5.142;8,9;9,2;4,7;7,0;1,5;2,6;8,0;8,4;65.925;61.501;0,71;0,77;0,99;1,02;1,05;1,02;0,77;0,76;;247;120;;;77;49;;;108;58;;20;7735026O7835001O;0,850;Ri1_ist_VonNK;- in Bearbeitung -;
7835;9064;München-Schwabing (N);9;BY;A;9;;5+1;Nürnberg;AS München-Frankfurter Ring;N;München;AS München-Schwabing;S;4;356;92.360;48.046;44.313;5.376;2.800;2.577;5,8;0,93;0,82;1,05;5.160;5,5;1.225;8,8;;;;;D;D;93,6;;;0,6;3,6;1,8;;0,4;0,0;693.875;5.340.190;;;;;99.738;52.396;47.341;7,1;7,1;7,1;48,18533873;11,60847490;3.963;3.486;8,2;7,9;5,6;8,7;1,9;2,6;7,6;7,4;51.991;47.240;0,79;0,85;1,00;1,03;1,05;1,04;0,85;0,84;;196;86;;;69;39;;;87;54;;10;7835006O7835015O;0,311;Ri1_ist_VonNK;- in Bearbeitung -;
6235;9029;Pegnitz (N);9;BY;A;9;;8+1;Bayreuth;AS Trockau;N;Nürnberg;AS Pegnitz;S;6;265;55.242;27.469;27.774;;;;;1,05;1,08;1,22;2.991;;923;;;;;;B;C;;;;;;;;;;681.112;5.511.939;;;;;54.825;27.937;26.888;;;;49,73265532;11,51335194;3.183;3.059;11,6;11,0;;;;;11,4;11,4;27.125;24.885;0,85;1,33;0,81;1,37;1,36;1,06;0,89;0,86;;;;;;;;;;;;;280;6135007O6235018O;11,490;Ri1_ist_VonNK;- in Bearbeitung -;
5920;9540;AS Alzenau-Nord;9;BY;A;45;;8+1;Gießen;AS Alzenau-Nord;N;Aschaffenburg;AS Alzenau-Mitte;S;4;98;40.346;20.412;19.934;5.895;2.998;2.897;14,6;0,96;0,64;1,07;2.270;12,9;503;30,3;;;;;C;C;82,9;7,4;0,8;1,2;3,4;11,0;8,1;0,2;1,2;502.221;5.549.312;;;;;45.189;22.851;22.338;18,2;18,3;18,1;50,09606532;9,03105469;2.082;2.129;10,2;10,7;10,9;9,9;7,7;7,1;9,1;9,5;22.997;22.907;0,65;0,62;0,98;0,92;1,04;1,09;0,70;0,71;1.932;82;211;18;342;18;134;3;1.424;34;126;13;30;5920213O5920227O;0,212;Ri1_ist_VonNK;- in Bearbeitung -;
5920;9950;Alzenau (S);9;BY;A;45;;8+1;Gießen;AS Alzenau;N;Aschaffenburg;AS Karlstein;S;4;180;42.146;21.223;20.923;6.025;3.062;2.963;14,3;0,95;0,60;1,07;2.374;12,6;520;29,6;;;;;C;C;83,3;7,3;0,7;1,2;3,4;10,7;7,8;0,2;1,2;502.558;5.547.910;;;;;47.794;24.070;23.724;17,6;17,8;17,4;50,08345032;9,03575643;2.185;2.281;10,3;10,9;12,6;10,1;9,7;6,8;9,1;9,6;24.171;24.179;0,61;0,59;0,98;0,93;1,03;1,10;0,68;0,69;2.028;86;213;18;357;19;135;3;1.447;35;131;13;20;5920227O5920214O;0,257;Ri1_ist_VonNK;- in Bearbeitung -;
5935;9053;AD Bayreuth/Kulmbach (W);9;BY;A;70;;8+1;Bayreuth;AD Dreieck Bayreuth/Kulmbach (A9);O;Bamberg;AS Kulmbach/Neudrossenfeld;W;4;256;24.810;12.437;12.373;4.617;2.267;2.351;18,6;0,95;0,77;1,12;1.405;16,8;291;36,5;;;;;E;C;78,8;9,2;2,3;1,2;4,9;13,4;9,9;0,3;1,5;686.049;5.544.756;;;;;27.438;13.885;13.553;23,2;22,2;24,2;50,02601661;11,59757080;1.444;1.316;11,6;10,6;14,6;18,7;10,8;13,3;10,4;9,7;13.778;13.396;0,69;0,86;0,89;1,16;1,25;0,99;0,70;0,64;1.120;66;169;29;167;29;77;13;758;37;96;30;180;5934025O5935011O;8,050;Ri1_ist_NachNK;- in Bearbeitung -;
5926;9203;AD Schweinf./Werneck (O);9;BY;A;70;;8+1;Bamberg;AS Werneck;O;Schweinfurt;AD Dreieck Schweinfurt/Werneck (A7/B26a);W;4;322;44.456;21.847;22.609;7.735;3.796;3.939;17,4;0,93;0,76;1,12;2.491;14,9;575;39,5;;;;;D;D;80,0;7,7;0,7;1,1;3,2;13,9;10,1;0,3;1,4;579.409;5.539.265;;;;;49.188;24.505;24.683;21,7;21,2;22,2;50,00041105;10,10804188;2.225;2.332;10,2;10,3;11,7;2,0;9,4;0,6;9,1;9,4;24.538;24.633;0,67;0,85;0,91;1,11;1,18;1,06;0,72;0,69;2.068;83;287;17;336;27;200;4;1.484;44;192;13;10;5926029O5926011O;2,155;Ri1_ist_NachNK;- in Bearbeitung -;
5926;9234;AD Werntal (O);9;BY;A;70;;8+1;Bamberg;AS Schweinfurt/Bergrheinfeld;O;Schweinfurt;AD Dreieck Werntal (A71);W;4;360;47.190;23.203;23.986;7.348;3.671;3.677;15,6;0,92;0,62;1,08;2.653;13,6;594;32,9;;;;;E;E;81,9;7,9;1,7;1,2;4,0;11,4;8,2;0,2;1,4;583.698;5.541.644;;;;;53.978;26.643;27.335;18,8;18,9;18,8;50,02121562;10,16840663;2.853;2.845;12,3;11,9;11,5;8,9;8,2;5,9;10,7;10,4;26.792;27.746;0,60;0,64;0,95;1,00;1,10;1,06;0,67;0,64;2.209;108;253;45;378;31;164;12;1.486;47;161;35;30;5926047O5927022O;0,418;Ri1_ist_NachNK;- in Bearbeitung -;
5926;9233;AD Werntal (W);9;BY;A;70;;8+1;Bamberg;AS Dreieck Werntal (A71);O;Schweinfurt;AS Werneck;W;4;235;48.254;23.864;24.390;8.291;4.160;4.131;17,2;0,94;0,72;1,12;2.712;14,8;608;38,2;;;;;D;C;80,2;8,4;2,1;1,1;4,2;12,7;9,3;0,3;1,5;583.047;5.540.921;;;;;53.791;26.952;26.840;21,2;21,0;21,4;50,01480758;10,15915545;2.509;2.535;10,5;10,4;11,4;2,2;7,9;0,6;9,3;9,4;27.092;26.997;0,64;0,81;0,90;1,10;1,20;1,04;0,70;0,67;2.213;115;287;55;350;40;193;16;1.551;61;190;46;20;5926011O5926047O;3,491;Ri1_ist_NachNK;- in Bearbeitung -;
6031;9068;AK Bamberg (O);9;BY;A;70;;8+1;Bayreuth;AS Scheßlitz;O;Bamberg;AK Kreuz Bamberg (A73/B505/B173);W;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;638.315;5.532.804;;;;;;;;;;;49,93157676;10,92728845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;170;6031016O6032003O;0,813;Ri1_ist_NachNK;- in Bearbeitung -;
6031;9024;AK Bamberg (W);9;BY;A;70;;8+1;Bayreuth;AK Kreuz Bamberg (A73/B505/B173);O;Bamberg;AS Bamberg;W;4;348;45.956;23.217;22.739;6.379;3.269;3.110;13,9;0,94;0,64;1,10;2.622;12,2;500;31,3;;;;;C;D;83,8;7,6;0,6;1,2;3,5;10,1;7,4;0,3;1,2;636.896;5.532.017;;;;;51.584;26.242;25.342;17,1;17,1;17,1;49,92483574;10,90725348;2.621;2.334;11,3;10,3;9,3;11,4;6,2;7,8;10,0;9,2;26.474;25.535;0,61;0,67;0,93;1,02;1,13;1,07;0,75;0,73;2.254;95;226;16;337;26;130;2;1.514;36;139;10;160;6031038O6031016O;0,648;Ri1_ist_NachNK;- in Bearbeitung -;
6031;9549;AS Bamberg-Hafen;9;BY;A;70;;5+1;Bayreuth;AS Hallstadt (B4);O;Schweinfurt;AS Bamberg-Hafen (B26);W;4;357;45.824;23.152;22.672;6.366;3.228;3.138;13,9;0,94;0,66;1,10;2.604;12,4;520;29,2;;;;;C;D;84,2;;;1,1;4,5;9,1;;0,3;0,8;634.269;5.531.398;;;;;51.372;26.083;25.289;17,0;16,9;17,2;49,91986671;10,87045433;2.343;2.458;10,1;10,8;10,9;7,9;6,7;4,4;9,0;9,7;26.187;25.372;0,63;0,68;0,94;1,01;1,12;1,08;0,74;0,73;;123;199;;;31;121;;;44;133;;140;6031049O6031015O;0,796;Ri1_ist_NachNK;- in Bearbeitung -;
6030;9547;AS Eltmann;9;BY;A;70;;5+1;Bamberg;AS Viereth-Trunstadt;O;Schweinfurt;AS Eltmann (B26);W;4;354;30.827;15.349;15.478;5.473;2.693;2.780;17,8;0,96;0,78;1,13;1.733;15,4;388;38,6;;;;;C;C;80,0;;;1,1;5,2;12,3;;0,3;1,1;623.374;5.536.301;;;;;33.390;16.753;16.637;22,3;21,6;22,9;49,96628899;10,72033283;1.607;1.700;10,5;11,0;11,6;9,1;7,4;5,1;9,6;10,2;16.899;16.911;0,75;0,82;0,90;1,01;1,17;1,09;0,75;0,71;;91;176;;;31;119;;;48;125;;120;6030034O6030036O;3,848;Ri1_ist_NachNK;- in Bearbeitung -;
5927;9544;AS Gochsheim;9;BY;A;70;;5+1;Bamberg;AS Schonungen (B303);O;Schweinfurt;AS Gochsheim;W;4;351;36.704;18.106;18.599;5.818;2.905;2.914;15,9;0,94;0,69;1,10;2.059;13,9;471;33,3;;;;;E;C;82,5;;;1,1;4,3;11,3;;0,2;0,5;594.001;5.542.361;;;;;41.106;20.456;20.650;19,4;19,3;19,5;50,02613166;10,31236689;2.199;2.164;12,1;11,6;10,5;11,4;7,5;6,6;10,7;10,5;20.701;21.122;0,65;0,73;0,91;1,01;1,15;1,06;0,69;0,65;;92;194;;;25;132;;;40;132;;70;5927039O5927026O;3,555;Ri1_ist_NachNK;- in Bearbeitung -;
6031;9580;AS Hallstadt;9;BY;A;70;;5+1;Bayreuth;AS Bamberg;O;Schweinfurt;AS Hallstadt (B4);W;4;358;50.677;25.745;24.931;7.124;3.627;3.497;14,1;0,94;0,63;1,10;2.887;12,6;560;28,6;;;;;D;C;83,7;;;1,2;5,4;8,5;;0,2;1,1;635.526;5.531.697;;;;;57.256;29.302;27.954;17,1;16,9;17,3;49,92226360;10,88806771;2.613;2.618;10,1;10,5;13,0;8,9;7,0;4,8;8,9;9,4;29.478;28.049;0,60;0,66;0,94;1,01;1,11;1,08;0,74;0,73;;157;208;;;37;124;;;58;135;;150;6031015O6031038O;0,912;Ri1_ist_NachNK;- in Bearbeitung -;
6029;9546;AS Knetzgau;9;BY;A;70;;5+1;Bamberg;AS Eltmann (B26);O;Schweinfurt;AS Knetzgau;W;4;284;25.856;12.708;13.147;4.279;1.865;2.414;16,5;0,97;0,84;1,15;1.450;14,2;332;37,1;;;;;C;C;80,2;;;1,7;2,9;13,3;;0,4;1,6;616.847;5.537.475;;;;;27.675;13.703;13.972;21,3;18,6;23,9;49,97815652;10,62971614;1.423;1.456;11,2;11,1;9,8;2,2;7,3;0,4;10,4;10,4;13.700;14.219;0,81;0,88;0,88;1,03;1,21;1,10;0,76;0,70;;44;162;;;18;105;;;23;118;;100;6029025O6030034O;5,278;Ri1_ist_NachNK;- in Bearbeitung -;
5928;9545;AS Schonungen;9;BY;A;70;;5+1;Bamberg;AS Haßfurt;O;Schweinfurt;AS Schonungen (B303);W;4;219;30.002;14.802;15.200;5.335;2.608;2.727;17,8;0,96;0,75;1,12;1.679;15,4;393;37,7;;;;;C;C;79,7;;;1,2;4,7;12,9;;0,2;1,3;601.606;5.539.914;;;;;32.951;16.384;16.566;22,0;21,5;22,5;50,00287534;10,41786611;1.691;1.613;11,4;10,6;11,3;8,4;7,0;5,8;10,3;9,7;16.547;16.984;0,71;0,79;0,90;1,02;1,17;1,08;0,71;0,66;;79;180;;;26;122;;;41;124;;80;5927026O5928025O;7,097;Ri1_ist_NachNK;- in Bearbeitung -;
5927;9541;AS Schweinf./Bergrheinf.;9;BY;A;70;;5+1;Bamberg;AS Schweinfurt-Hafen;O;Schweinfurt, A71;AS Schweinfurt/Bergrheinfeld (B26);W;4;269;44.175;22.151;22.024;6.948;3.448;3.500;15,7;0,93;0,62;1,10;2.492;13,8;538;33,7;;;;;D;C;82,1;;;1,2;4,4;11,1;;0,2;1,0;585.742;5.541.681;;;;;50.314;25.331;24.982;19,2;18,8;19,6;50,02126408;10,19693043;2.504;2.599;11,3;11,8;11,5;10,7;8,1;6,4;9,9;10,4;25.402;25.287;0,60;0,65;0,94;1,01;1,12;1,08;0,68;0,64;;114;229;;;26;155;;;42;150;;40;5927022O5927040O;0,321;Ri1_ist_NachNK;- in Bearbeitung -;
5927;9542;AS Schweinfurt-Hafen;9;BY;A;70;;5+1;Bamberg;AS Schweinfurt-Zentrum (B286);O;Schweinfurt, A71;AS Schweinfurt-Hafen;W;4;268;41.522;20.732;20.790;6.531;3.345;3.186;15,7;0,94;0,66;1,10;2.346;13,7;499;35,0;;;;;C;C;82,0;;;1,2;4,1;11,4;;0,2;1,0;587.977;5.541.884;;;;;46.659;23.421;23.239;19,5;19,6;19,3;50,02275827;10,22817337;2.130;2.170;10,3;10,4;12,1;9,5;7,9;5,8;9,1;9,3;23.539;23.744;0,63;0,69;0,93;1,02;1,13;1,07;0,71;0,66;;101;220;;;24;151;;;38;145;;50;5927040O5927023O;0,709;Ri1_ist_NachNK;- in Bearbeitung -;
5927;9543;AS Schweinfurt-Zentrum;9;BY;A;70;;5+1;Bamberg;AS Gochsheim;O;Schweinfurt, A71;AS Schweinfurt-Zentrum (B286);W;4;352;37.792;18.287;19.504;5.705;2.822;2.883;15,1;0,92;0,66;1,10;2.115;13,1;494;32,0;;;;;C;C;83,2;;;1,0;3,6;11,2;;0,3;0,6;589.430;5.542.369;;;;;42.932;20.856;22.076;18,4;18,5;18,2;50,02690664;10,24857221;2.220;2.311;12,1;11,8;10,0;10,6;7,0;6,8;10,6;10,5;21.141;22.692;0,63;0,68;0,91;1,02;1,14;1,06;0,66;0,62;;80;197;;;24;134;;;31;133;;60;5927023O5927039O;0,819;Ri1_ist_NachNK;- in Bearbeitung -;
6030;9548;AS Viereth-Trunstadt;9;BY;A;70;;5+1;Bamberg;AS Bamberg-Hafen (B26);O;Schweinfurt;AS Viereth-Trunstadt;W;4;346;33.367;16.556;16.811;5.221;2.626;2.594;15,6;0,95;0,75;1,12;1.876;13,6;418;33,6;;;;;D;D;82,8;;;1,0;4,3;11,0;;0,3;0,5;630.152;5.531.922;;;;;36.606;18.305;18.300;19,5;19,4;19,6;49,92548494;10,81331477;1.732;1.874;10,5;11,1;11,0;8,7;7,9;4,7;9,5;10,2;18.467;18.358;0,71;0,78;0,91;1,02;1,15;1,09;0,73;0,72;;84;172;;;25;116;;;40;121;;130;6030036O6031049O;2,571;Ri1_ist_NachNK;- in Bearbeitung -;
6029;9256;Knezgau (W);9;BY;A;70;;8+1;Bamberg;AS Knetzgau;O;Schweinfurt;AS Haßfurt;W;4;329;26.387;13.073;13.314;4.959;2.506;2.453;18,8;0,97;0,81;1,14;1.474;16,1;350;41,2;;;;;C;C;78,7;7,8;2,0;1,3;3,4;15,1;11,2;0,3;1,2;610.587;5.537.885;;;;;28.478;14.246;14.232;23,8;23,8;23,9;49,98304209;10,54255318;1.506;1.464;11,5;11,0;12,4;3,1;9,4;0,8;10,6;10,3;14.390;14.519;0,76;0,86;0,88;1,02;1,20;1,09;0,73;0,68;1.188;53;185;30;197;16;128;5;845;27;129;21;90;5928025O6029025O;8,641;Ri1_ist_NachNK;- in Bearbeitung -;
5926;9232;AD Werntal (N);9;BY;A;71;;8+1;Erfurt;AS Schweinfurt-West;N;Schweinfurt;AD Dreieck Werntal (A70);S;4;361;24.231;12.244;11.987;2.846;1.441;1.405;11,7;0,94;0,77;1,17;1.379;10,6;271;23,2;;;;;E;B;85,6;9,6;1,1;1,2;3,7;7,8;5,6;0,2;1,5;583.244;5.541.513;;;;;26.836;13.825;13.011;14,8;14,4;15,2;50,02010093;10,16202895;1.690;1.552;13,8;12,9;7,2;9,9;4,7;6,8;12,2;11,9;13.796;12.756;0,64;0,91;0,89;1,19;1,28;1,05;0,71;0,71;1.198;52;95;14;200;16;47;4;820;24;51;13;10;5926046O5926047O;5,557;Ri1_ist_VonNK;- in Bearbeitung -;
5528;9166;Mellrichstadt (N);9;BY;A;71;;8+1;Erfurt;AS Rentwertshausen;N;Schweinfurt;AS Mellrichstadt;S;4;357;13.422;6.684;6.738;2.200;1.074;1.125;16,4;1,00;0,94;1,29;756;14,6;166;33,0;;;;;E;E;80,9;9,5;2,2;1,3;3,6;12,6;9,5;0,2;1,5;598.828;5.587.232;;;;;14.285;7.347;6.938;21,4;20,2;22,6;50,42878647;10,39142040;1.020;920;15,3;13,7;10,8;2,0;7,4;0,7;13,9;13,3;7.268;6.595;0,71;1,20;0,80;1,45;1,49;1,07;0,70;0,69;617;27;83;18;106;9;46;3;431;15;50;11;30;5528005O5528006O;0,060;Ri1_ist_VonNK;- in Bearbeitung -;
5826;9167;Pfersdorf;9;BY;A;71;;8+1;Erfurt;AS Bad Kissingen (B286);N;Schweinfurt;AS Poppenhausen;S;4;355;24.426;12.415;12.011;2.703;1.343;1.360;11,1;0,94;0,77;1,17;1.389;9,9;274;22,8;;;;;E;B;86,5;7,9;1,5;1,1;3,0;7,8;5,7;0,2;1,3;582.182;5.553.746;;;;;27.089;14.024;13.066;13,9;13,3;14,5;50,13024904;10,14984215;1.682;1.551;13,5;12,9;7,0;9,9;5,0;6,9;12,0;11,9;14.007;12.894;0,64;0,91;0,89;1,18;1,28;1,05;0,72;0,71;1.212;43;94;22;205;12;50;3;842;19;52;15;20;5826035O5926045O;1,530;Ri1_ist_VonNK;- in Bearbeitung -;
5636;9025;AD Bayer. Vogtland (O);9;BY;A;72;;8+1;Plauen;AS Hof-Nord;N;Hof;AD Dreieck Bayerisches Vogtland (A9);S;4;125;32.749;16.554;16.195;7.961;3.954;4.007;24,3;1,04;1,00;1,21;1.765;21,4;563;42,5;;;;;C;B;72,2;9,0;1,0;1,4;3,9;20,0;16,0;0,4;2,1;699.106;5.578.678;;;;;33.136;17.143;15.993;32,2;30,4;34,0;50,32652079;11,79740141;1.903;1.887;11,5;11,7;15,9;1,9;13,1;0,7;11,1;11,8;16.505;15.338;0,82;1,18;0,81;1,35;1,40;1,01;0,88;0,77;1.332;70;308;18;307;38;202;4;1.007;58;224;15;10;5636035O5636028O;0,216;Ri1_ist_NachNK;- in Bearbeitung -;
5637;9095;AD Hochfranken (O);9;BY;A;72;;8+1;Plauen;AS Pirk;N;Hof;AD Dreieck Hochfranken (A93);S;4;353;38.439;19.074;19.365;8.395;4.191;4.204;21,8;1,03;0,96;1,23;2.084;19,6;638;36,6;;;;;E;B;75,5;9,2;1,8;1,3;4,4;17,1;13,3;0,3;1,4;711.612;5.586.122;;;;;39.378;20.143;19.235;28,8;27,6;29,9;50,38902142;11,97704256;2.439;2.248;12,8;11,6;15,5;3,8;12,3;2,8;12,1;11,7;19.580;17.969;0,71;1,24;0,76;1,50;1,45;0,98;0,83;0,73;1.610;91;317;36;381;47;186;13;1.200;66;211;29;30;5637053O5637004O;1,158;Ri1_ist_NachNK;- in Bearbeitung -;
5637;9094;AD Hochfranken (W);9;BY;A;72;;8+1;Plauen;AD Dreieck Hochfranken (A93);N;Hof;AS Hof/Töpen;S;4;351;38.275;18.724;19.551;9.228;4.554;4.674;24,1;1,03;0,96;1,19;2.074;21,7;636;39,9;;;;;C;C;73,0;9,0;1,8;1,3;4,6;19,2;15,0;0,3;1,6;709.947;5.585.031;;;;;39.253;19.639;19.614;31,7;30,8;32,7;50,37981273;11,95305065;2.105;2.151;11,2;11,0;15,8;2,1;12,3;0,5;10,7;11,0;19.112;18.759;0,78;1,15;0,83;1,35;1,36;1,03;0,85;0,75;1.555;94;356;36;358;48;207;13;1.134;71;238;30;20;5637048O5637053O;4,628;Ri1_ist_NachNK;- in Bearbeitung -;
6633;9005;AD Nürnberg/Feucht (W);9;BY;A;73;;8+1;Nürnberg;AS Feucht;N;München, A9;AD Dreieck Nürnberg/Feucht;S;4;347;26.887;13.332;13.555;3.367;1.576;1.791;12,5;0,93;0,74;1,01;1.518;11,2;324;24,6;;;;;B;D;85,0;8,1;1,0;1,0;3,8;8,3;5,8;0,4;1,4;659.637;5.470.110;;;;;29.639;14.593;15.046;15,6;14,8;16,3;49,36277672;11,19864156;1.399;1.407;10,5;10,4;9,9;8,8;6,5;5,2;9,6;9,4;14.989;15.297;0,75;0,73;0,90;0,95;1,02;1,00;0,76;0,76;1.313;64;106;14;233;14;65;7;978;26;62;12;10;6633019O6633024O;0,162;Ri1_ist_VonNK;- in Bearbeitung -;
6031;9101;AK Bamberg (N);9;BY;A;73;;8+1;Suhl;Gundelsheim;N;Bamberg;AK Bamberg;S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;637.134;5.533.175;;;;;;;;;;;49,93518681;10,91097628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;250;6031032O6031016O;3,096;Ri1_ist_VonNK;- in Bearbeitung -;
6431;9952;AK Fürth/Erlangen (N);9;BY;A;73;;5+1;Bamberg;AS Erlangen-Bruck;N;Nürnberg;AK Kreuz Fürth/Erlangen (A3);S;4;351;75.547;37.475;38.072;6.826;3.419;3.407;9,0;0,91;0,64;1,01;4.298;8,0;847;19,6;;;;;D;D;89,4;;;0,8;3,2;5,6;;0,2;0,8;643.964;5.492.494;;;;;85.500;42.433;43.067;11,0;11,1;10,8;49,56790328;10,99106615;3.666;3.617;9,8;9,5;8,2;7,5;3,9;4,2;8,6;8,4;42.495;43.103;0,64;0,65;0,96;0,97;1,04;0,98;0,74;0,72;;142;201;;;40;126;;;50;128;;110;6431008O6431028O;1,593;Ri1_ist_VonNK;- in Bearbeitung -;
6431;9953;AK Fürth/Erlangen (S);9;BY;A;73;;5+1;Bamberg;AK Kreuz Fürth/Erlangen (A3);N;Nürnberg;AS Erlangen-Eltersdorf;S;4;198;68.393;34.280;34.113;6.088;3.325;2.763;8,9;0,90;0,54;1,00;3.890;7,9;768;18,9;;;;;D;D;89,8;;;0,7;4,3;4,3;;0,3;0,6;644.147;5.490.692;;;;;79.500;39.823;39.676;10,4;11,4;9,5;49,55165903;10,99292785;3.675;3.460;10,7;10,1;9,5;6,0;2,6;3,3;9,2;8,7;39.841;40.048;0,54;0,54;0,96;0,97;1,02;0,98;0,70;0,69;;171;137;;;48;97;;;68;89;;100;6431028O6431034O;0,908;Ri1_ist_VonNK;- in Bearbeitung -;
6031;9581;AK Kreuz Bamberg;9;BY;A;73;;5+1;Lichtenfels;AK Kreuz Bamberg (A70);N;Nürnberg;AS Memmelsdorf;S;4;348;60.332;29.830;30.502;8.455;4.420;4.035;14,0;0,93;0,71;1,10;3.432;12,5;678;29,0;;;;;C;D;83,9;;;1,0;4,7;9,1;;0,2;1,1;637.939;5.532.088;;;;;67.010;33.261;33.749;17,5;18,4;16,6;49,92522955;10,92180553;3.312;3.171;11,1;10,4;11,8;12,2;6,3;7,4;10,0;9,4;33.465;33.817;0,66;0,75;0,92;1,03;1,17;1,03;0,76;0,74;;166;264;;;40;156;;;67;164;;240;6031016O6031018O;0,549;Ri1_ist_VonNK;- in Bearbeitung -;
6332;9588;AS Baiersdorf-Nord;9;BY;A;73;;5+1;Bamberg;AS Baiersdorf-Nord;N;Nürnberg;AS Möhrendorf;S;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;646.549;5.501.857;;;;;;;;;;;49,65144787;11,03028134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;6332058O6332046O;3,022;Ri1_ist_VonNK;- in Bearbeitung -;
6332;9587;AS Baiersdorf-Nord (N);9;BY;A;73;;5+1;Bamberg;AS Forchheim-Süd (B470);N;Nürnberg;AS Baiersdorf-Nord;S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;648.385;5.505.833;;;;;;;;;;;49,68673483;11,05721482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;160;6332054O6332058O;1,113;Ri1_ist_VonNK;- in Bearbeitung -;
